Año,Actividad_Economica,Seccional,Total_Ingresos,Total_Retencion,Numero_Declaraciones,Variacion_Anual,Retencion_Promedio,Ratio_Retencion,Riesgo_Tributario
2022,Comercio,Barranquilla,2256972127.0,21008162.01,928,0.3284,22638.11,0.0093,Alto
2021,Construccion,Cucuta,803730788.0,25388735.25,608,0.1266,41757.79,0.0316,Bajo
2021,Financiero,Barranquilla,1779909045.0,27285916.84,570,0.356,47870.03,0.0153,Medio
2023,Manufactura,Manizales,2891839263.0,52649176.35,210,0.1211,250710.36,0.0182,Medio
2022,Tecnologia,Cartagena,1796148085.0,89612046.55,425,0.1425,210851.87,0.0499,Bajo
2023,Agropecuario,Pereira,2503545031.0,58902986.72,25,-0.0065,2356119.47,0.0235,Medio
2022,Tecnologia,Pereira,4082523145.0,95158153.17,718,-0.0306,132532.25,0.0233,Medio
2024,Transporte,Cucuta,3679766430.0,129700525.99,856,-0.1362,151519.31,0.0352,Bajo
2020,Transporte,Pereira,158393598.0,2342522.09,785,0.088,2984.1,0.0148,Medio
2021,Salud,Pereira,1180638741.0,53833842.03,576,0.3159,93461.53,0.0456,Bajo
2023,Comercio,Villavicencio,4574810160.0,175604445.9,736,-0.0992,238593.0,0.0384,Bajo
2021,Servicios,Bogota,1558475790.0,21150555.37,939,0.066,22524.55,0.0136,Medio
2022,Agropecuario,Villavicencio,4107308438.0,77647569.3,795,0.3509,97669.9,0.0189,Medio
2024,Educacion,Bucaramanga,3951696698.0,143118509.22,248,0.0531,577090.76,0.0362,Bajo
2021,Manufactura,Pereira,3067164476.0,33617802.95,21,0.2443,1600847.76,0.011,Medio
2021,Educacion,Villavicencio,2613711888.0,111963131.13,32,0.2501,3498847.85,0.0428,Bajo
2021,Transporte,Manizales,3091360109.0,154562060.86,800,0.1884,193202.58,0.05,Bajo
2022,Tecnologia,Cucuta,2242927655.0,33982571.55,162,0.3419,209768.96,0.0152,Medio
2023,Transporte,Cali,580002484.0,2850187.06,711,-0.069,4008.7,0.0049,Alto
2022,Servicios,Cali,1931962803.0,107892864.79,386,-0.1456,279515.19,0.0558,Bajo
2024,Transporte,Cali,3287263178.0,92188825.58,284,-0.0316,324608.54,0.028,Medio
2024,Comercio,Manizales,529288269.0,29146857.08,923,-0.0673,31578.39,0.0551,Bajo
2020,Construccion,Bogota,2673240298.0,129608995.04,721,-0.2139,179762.82,0.0485,Bajo
2020,Educacion,Cali,588959530.0,23433468.56,500,-0.096,46866.94,0.0398,Bajo
2021,Construccion,Cali,3728611156.0,129812828.51,426,0.3528,304724.95,0.0348,Bajo
2020,Manufactura,Manizales,4629144625.0,94651542.47,512,0.2875,184866.29,0.0204,Medio
2023,Salud,Bogota,4720985927.0,221717114.86,246,0.0221,901289.08,0.047,Bajo
2024,Financiero,Cucuta,4474262448.0,95158269.74,469,0.1841,202896.1,0.0213,Medio
2023,Comercio,Bogota,2786300902.0,48478268.81,292,0.1747,166021.47,0.0174,Medio
2024,Agropecuario,Cartagena,3850423794.0,120776851.29,745,-0.0696,162116.58,0.0314,Bajo
2020,Comercio,Manizales,1509302051.0,87350703.14,327,0.1908,267127.53,0.0579,Bajo
2022,Agropecuario,Bucaramanga,3083304168.0,68200796.99,719,0.3936,94855.07,0.0221,Medio
2020,Agropecuario,Cartagena,660981613.0,4348257.87,815,-0.0803,5335.29,0.0066,Alto
2021,Construccion,Medellin,4279880267.0,54664848.5,739,0.0443,73971.38,0.0128,Medio
2024,Servicios,Barranquilla,4610432619.0,53311894.07,386,-0.1442,138113.72,0.0116,Medio
2021,Financiero,Manizales,3972304510.0,123491168.25,269,-0.2467,459074.97,0.0311,Bajo
2022,Salud,Bucaramanga,3276281241.0,129596433.21,379,0.1256,341943.1,0.0396,Bajo
2023,Construccion,Pereira,1313866007.0,64917666.31,973,0.362,66719.08,0.0494,Bajo
2023,Transporte,Villavicencio,79540622.0,2292256.39,124,0.1813,18485.94,0.0288,Medio
2021,Manufactura,Bucaramanga,1582309937.0,85353983.51,490,-0.0582,174191.8,0.0539,Bajo
2020,Comercio,Medellin,1519341049.0,56246348.29,871,0.2901,64576.75,0.037,Bajo
2023,Educacion,Cartagena,552182771.0,10326276.06,162,0.3674,63742.44,0.0187,Medio
2024,Transporte,Bogota,1913345453.0,73988710.39,908,0.0036,81485.36,0.0387,Bajo
2020,Servicios,Medellin,1527287023.0,22357504.3,490,0.1781,45627.56,0.0146,Medio
2023,Educacion,Pereira,4799603476.0,238141440.92,745,0.09,319652.94,0.0496,Bajo
2024,Construccion,Manizales,4391400560.0,29855262.98,222,0.2706,134483.17,0.0068,Alto
2020,Manufactura,Barranquilla,474073081.0,16809554.41,330,-0.015,50938.04,0.0355,Bajo
2024,Transporte,Bucaramanga,4261508460.0,153135387.33,216,-0.2063,708960.13,0.0359,Bajo
2020,Construccion,Bucaramanga,3055210983.0,11859473.18,49,0.3113,242030.06,0.0039,Alto
2024,Financiero,Bogota,4788487115.0,252067459.96,736,0.1192,342482.96,0.0526,Bajo
2021,Salud,Bogota,2460574783.0,138831318.75,457,0.0253,303788.44,0.0564,Bajo
2021,Financiero,Cali,4214931294.0,199614697.72,715,-0.0241,279181.4,0.0474,Bajo
2023,Construccion,Bucaramanga,546933406.0,2767693.58,607,0.0903,4559.63,0.0051,Alto
2021,Financiero,Barranquilla,2686982382.0,94897048.43,780,0.1255,121662.88,0.0353,Bajo
2024,Educacion,Manizales,3250521550.0,161227095.38,697,0.3323,231315.78,0.0496,Bajo
2022,Educacion,Cali,1459520144.0,50096588.93,672,-0.195,74548.5,0.0343,Bajo
2020,Agropecuario,Pereira,1589035631.0,47613326.14,793,0.1177,60042.03,0.03,Medio
2020,Construccion,Cartagena,3587436469.0,165700998.09,288,0.0484,575350.69,0.0462,Bajo
2021,Construccion,Pereira,927233143.0,52006822.16,25,0.1915,2080272.89,0.0561,Bajo
2024,Financiero,Villavicencio,2333085016.0,86085157.23,834,0.0591,103219.61,0.0369,Bajo
2023,Salud,Bogota,4036167032.0,175394423.47,32,-0.1044,5481075.73,0.0435,Bajo
2022,Transporte,Cucuta,4844723190.0,153642741.89,594,0.36,258657.81,0.0317,Bajo
2021,Salud,Manizales,2834151970.0,63968623.51,631,0.1929,101376.58,0.0226,Medio
2023,Educacion,Cali,1653989648.0,89575284.12,69,-0.1812,1298192.52,0.0542,Bajo
2024,Educacion,Medellin,2333466693.0,96133529.98,417,-0.0692,230536.04,0.0412,Bajo
2024,Tecnologia,Barranquilla,1747625838.0,32688135.55,827,-0.1481,39526.16,0.0187,Medio
2020,Construccion,Bucaramanga,995273689.0,11700250.41,256,0.2116,45704.1,0.0118,Medio
2021,Educacion,Cali,1043772277.0,21320397.79,802,0.2255,26584.04,0.0204,Medio
2023,Salud,Pereira,1394540134.0,20619486.69,795,-0.2174,25936.46,0.0148,Medio
2020,Construccion,Bogota,2779083881.0,56587795.12,995,0.0121,56872.16,0.0204,Medio
2022,Transporte,Pereira,4529875953.0,187044956.76,752,0.0088,248730.0,0.0413,Bajo
2022,Construccion,Cali,4973906220.0,199787831.53,369,0.1012,541430.44,0.0402,Bajo
2020,Servicios,Cartagena,4807166699.0,115296759.73,938,0.0753,122917.65,0.024,Medio
2023,Agropecuario,Manizales,2128852519.0,71855896.53,476,-0.0495,150957.77,0.0338,Bajo
2024,Educacion,Medellin,2452628030.0,43597717.47,670,0.2133,65071.22,0.0178,Medio
2020,Construccion,Pereira,1747179075.0,27196627.96,998,-0.0252,27251.13,0.0156,Medio
2024,Construccion,Villavicencio,4913640768.0,123884244.1,899,0.1526,137802.27,0.0252,Medio
2024,Salud,Cartagena,4303444858.0,203341976.47,412,0.1423,493548.49,0.0473,Bajo
2020,Tecnologia,Cartagena,2024185229.0,84826806.36,132,-0.0521,642627.32,0.0419,Bajo
2023,Construccion,Manizales,828176278.0,4811822.4,144,-0.1053,33415.43,0.0058,Alto
2021,Financiero,Manizales,2184150003.0,73594050.69,49,0.2546,1501919.4,0.0337,Bajo
2021,Educacion,Cali,3302505624.0,159307066.19,509,-0.1953,312980.48,0.0482,Bajo
2021,Tecnologia,Bucaramanga,3507292926.0,10389877.87,353,-0.1462,29433.08,0.003,Alto
2022,Transporte,Cali,151824010.0,7613785.39,233,0.3835,32677.19,0.0501,Bajo
2020,Servicios,Cartagena,1186086736.0,18296054.96,595,-0.0695,30749.67,0.0154,Medio
2022,Educacion,Bucaramanga,1852285865.0,103285586.42,350,0.023,295101.68,0.0558,Bajo
2023,Construccion,Pereira,1737471633.0,89933955.97,206,0.1291,436572.6,0.0518,Bajo
2022,Manufactura,Cucuta,1114607982.0,4831785.67,95,-0.0133,50860.9,0.0043,Alto
2024,Financiero,Barranquilla,3097016730.0,107875768.31,91,0.3378,1185448.0,0.0348,Bajo
2023,Construccion,Cali,2254104566.0,76396960.94,911,0.027,83860.55,0.0339,Bajo
2022,Comercio,Cartagena,1002546366.0,15048698.58,395,-0.0814,38097.97,0.015,Medio
2022,Financiero,Cartagena,4754539343.0,62800171.66,649,-0.0307,96764.52,0.0132,Medio
2022,Transporte,Pereira,3789344051.0,115829076.96,312,0.2229,371247.04,0.0306,Bajo
2023,Financiero,Cali,1744675171.0,73696339.41,455,-0.1451,161969.98,0.0422,Bajo
2022,Salud,Villavicencio,3961867702.0,43288136.99,679,0.227,63752.78,0.0109,Medio
2021,Transporte,Pereira,1600804131.0,41056647.48,243,0.1918,168957.4,0.0256,Medio
2021,Educacion,Pereira,3603469365.0,14453576.32,64,-0.0306,225837.13,0.004,Alto
2022,Transporte,Villavicencio,2805240765.0,164414870.95,887,0.326,185360.62,0.0586,Bajo
2021,Salud,Cartagena,4869432264.0,74695326.88,934,0.1713,79973.58,0.0153,Medio
2022,Educacion,Pereira,3597920824.0,36642090.8,307,0.2858,119355.34,0.0102,Medio
2020,Financiero,Barranquilla,4539506308.0,50235921.34,657,0.0978,76462.59,0.0111,Medio
2024,Agropecuario,Cali,4693845921.0,17560791.27,668,-0.1485,26288.61,0.0037,Alto
2024,Comercio,Cucuta,553714371.0,32493197.44,497,-0.0213,65378.67,0.0587,Bajo
2021,Transporte,Bucaramanga,2531662392.0,79521491.94,434,-0.0619,183229.24,0.0314,Bajo
2020,Educacion,Cucuta,3348558239.0,126992792.81,903,0.0402,140634.32,0.0379,Bajo
2021,Tecnologia,Barranquilla,4063359348.0,109378019.34,107,0.2851,1022224.48,0.0269,Medio
2022,Servicios,Cartagena,477549012.0,22546029.0,429,0.0903,52554.85,0.0472,Bajo
2023,Construccion,Cucuta,4517362398.0,132426945.83,990,0.3948,133764.59,0.0293,Medio
2024,Transporte,Villavicencio,2850718382.0,40475857.28,637,0.2645,63541.38,0.0142,Medio
2023,Agropecuario,Manizales,4786672875.0,26510577.47,990,0.3864,26778.36,0.0055,Alto
2023,Agropecuario,Bogota,4189588938.0,214169520.01,31,-0.1513,6908694.19,0.0511,Bajo
2022,Agropecuario,Villavicencio,2602249200.0,147672022.39,836,0.1936,176641.18,0.0567,Bajo
2020,Construccion,Barranquilla,4350749493.0,116972586.36,697,-0.1568,167822.94,0.0269,Medio
2022,Servicios,Villavicencio,2735772620.0,110377918.07,393,-0.1078,280859.84,0.0403,Bajo
2020,Financiero,Cartagena,2843555189.0,27288112.24,553,-0.1707,49345.59,0.0096,Alto
2022,Educacion,Medellin,4538227178.0,38936025.91,355,-0.0281,109678.95,0.0086,Alto
2020,Construccion,Bucaramanga,4887792840.0,141694876.65,220,0.1548,644067.62,0.029,Medio
2021,Agropecuario,Manizales,1160642401.0,59003471.39,58,0.1604,1017301.23,0.0508,Bajo
2024,Financiero,Villavicencio,2939856434.0,99344868.53,427,0.0702,232657.77,0.0338,Bajo
2021,Transporte,Pereira,4195943629.0,105222862.41,546,0.3287,192715.87,0.0251,Medio
2023,Transporte,Villavicencio,156017638.0,4839067.25,925,0.1054,5231.42,0.031,Bajo
2024,Servicios,Pereira,2630897425.0,24715096.21,693,0.3462,35663.92,0.0094,Alto
2020,Transporte,Medellin,4992165141.0,51470843.08,55,0.3944,935833.51,0.0103,Medio
2022,Educacion,Medellin,3047168975.0,181843116.34,459,0.2649,396172.37,0.0597,Bajo
2020,Servicios,Pereira,3647167532.0,151061027.5,549,0.1278,275156.7,0.0414,Bajo
2022,Salud,Cucuta,54776415.0,2512451.06,419,-0.1084,5996.3,0.0459,Bajo
2021,Agropecuario,Cucuta,4893755250.0,178234286.42,737,0.2237,241837.57,0.0364,Bajo
2022,Transporte,Medellin,3646017238.0,124991118.06,730,-0.1679,171220.71,0.0343,Bajo
2023,Transporte,Pereira,455526059.0,25330322.74,329,0.347,76991.86,0.0556,Bajo
2020,Tecnologia,Bogota,3890839450.0,98506633.52,635,-0.0626,155128.56,0.0253,Medio
2020,Comercio,Pereira,4852712398.0,260540208.13,264,0.2129,986894.73,0.0537,Bajo
2020,Servicios,Barranquilla,2430943835.0,40742417.47,969,-0.1901,42045.84,0.0168,Medio
2024,Servicios,Manizales,4162996602.0,207188895.61,664,0.0844,312031.47,0.0498,Bajo
2021,Salud,Manizales,1699450590.0,40852730.04,960,0.3927,42554.93,0.024,Medio
2023,Transporte,Barranquilla,1082076888.0,26634441.01,660,-0.0453,40355.21,0.0246,Medio
2023,Servicios,Cali,398058207.0,4880202.83,585,0.0387,8342.23,0.0123,Medio
2023,Educacion,Bogota,426453173.0,22461235.17,630,0.3294,35652.75,0.0527,Bajo
2024,Manufactura,Cucuta,3539548480.0,72778724.67,456,-0.0513,159602.47,0.0206,Medio
2024,Educacion,Cartagena,2150392641.0,88177756.07,345,0.135,255587.7,0.041,Bajo
2020,Manufactura,Barranquilla,4917099570.0,113835276.61,207,-0.1666,549928.87,0.0232,Medio
2022,Construccion,Villavicencio,563514859.0,23790742.74,640,-0.0831,37173.04,0.0422,Bajo
2020,Agropecuario,Cali,3798902659.0,101447367.13,806,0.2247,125865.22,0.0267,Medio
2022,Salud,Barranquilla,3401568554.0,43625513.02,207,0.2489,210751.27,0.0128,Medio
2023,Construccion,Bucaramanga,2700449844.0,130154915.54,62,-0.1224,2099272.83,0.0482,Bajo
2023,Agropecuario,Pereira,1243335884.0,41527065.93,39,0.1737,1064796.56,0.0334,Bajo
2024,Educacion,Villavicencio,4798015142.0,281055423.19,226,0.1038,1243608.07,0.0586,Bajo
2023,Financiero,Medellin,4551522186.0,177467947.44,430,0.3562,412716.16,0.039,Bajo
2022,Salud,Cucuta,3010565695.0,75720767.16,903,-0.0499,83854.67,0.0252,Medio
2024,Servicios,Bucaramanga,4246319074.0,207966093.98,462,-0.1618,450143.06,0.049,Bajo
2024,Financiero,Medellin,1616900599.0,10233410.79,378,0.053,27072.52,0.0063,Alto
